Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
1,61,Unknown,Female,Unknown,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40229,1438987,2021/12/07 08:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,560.92,24,10368,5267
0,18,Unknown,Male,Unknown,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40229,1438987,2021/12/07 08:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,560.92,24,10368,5268
1,50,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Two Parent Household,40214,1315797,2021/09/28 15:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,449.37,25,24660,5269
0,15,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40214,1315797,2021/09/28 15:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,449.37,25,24660,5270
1,26,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Person,40203,1220829,2021/07/27 15:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,0,26897.52,5271
0,10,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1461161,2021/12/20 12:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.04,4,10632,5272
0,4,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40210,1461161,2021/12/20 12:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.04,4,10632,5273
1,31,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40219,1419713,2021/11/24 07:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,563.37,13,0,5274
0,7,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40219,1419713,2021/11/24 07:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,563.37,13,0,5275
0,5,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40219,1419713,2021/11/24 07:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,563.37,13,0,5276
0,8,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40219,1419713,2021/11/24 07:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,563.37,13,0,5277
0,3,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40214,1228101,2021/07/30 11:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,423.51,25,0,5278
0,21,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40215,1460241,2021/12/17 15:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,0,5279
1,55,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40258,1227822,2021/07/30 11:06:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,12,17760,5280
1,23,Unknown,Female,Unknown,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40220,1276889,2021/08/27 09:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,774.4,26,0,5281
0,4,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40218,1310993,2021/09/23 16:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,2,18144,5282
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1675244,2022/04/18 10:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.82,3,0,5283
0,4,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40229,1263230,2021/08/18 15:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,23,21636,5284
0,6,African American,Female,Non-Hispanic,Not Disabled,Early Head Start,Unemployed(Not in Labor Force),Single Parent Female,40218,1233387,2021/08/03 11:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,627.62,10,24000,5285
0,13,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1415224,2021/11/22 12:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,26,20400,5286
1,51,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Multigenerational Household,40211,1236909,2021/08/04 12:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,31200,5287
1,39,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Person,40206,1400500,2021/11/15 16:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,9,0,5288
1,24,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40258,1384327,2021/11/08 10:54:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,98.57,12,0,5289
0,18,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40211,1236909,2021/08/04 12:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,31200,5290
1,34,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Person,40206,1281527,2021/08/31 12:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,113.65,4,0,5291
0,7,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40229,1263230,2021/08/18 15:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,23,21636,5292
1,38,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40272,1464734,2021/12/27 11:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,326.7,25,2964,5293
0,24,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40210,1237248,2021/08/04 13:58:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,466.47,6,0,5294
1,29,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40299,1266418,2021/08/20 10:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,322.98,11,15648,5295
0,13,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40206,1281527,2021/08/31 12:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,113.65,4,0,5296
1,51,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40245,1462249,2021/12/21 10:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,691.53,17,0,5297
1,43,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40118,1271453,2021/08/24 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,315.42,13,0,5298
0,20,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40118,1271453,2021/08/24 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,315.42,13,0,5299
0,17,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40118,1271453,2021/08/24 12:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,315.42,13,0,5300
1,34,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40215,1468839,2022/01/04 10:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,654.46,3,26934,5301
1,34,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Male,40216,1478707,2022/01/11 11:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,820.96,1,60000,5302
0,34,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Male,40216,1478707,2022/01/11 11:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,820.96,1,60000,5303
0,10,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40216,1478707,2022/01/11 11:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,820.96,1,60000,5304
0,8,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40216,1478707,2022/01/11 11:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,820.96,1,60000,5305
1,37,African American,Male,Non-Hispanic,Not Disabled,Technical/Trade School,Employed Full-Time,Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5306
0,34,African American,Female,Non-Hispanic,Not Disabled,Technical/Trade School,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5307
0,12,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5308
0,11,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5309
0,6,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5310
1,53,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40299,1325806,2021/10/06 14:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,483.37,20,0,5311
0,3,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5312
0,28,White,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40299,1325806,2021/10/06 14:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,483.37,20,0,5313
0,10,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40211,1489656,2022/01/13 14:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.45,1,48000,5314
1,35,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Parent Female,40299,1306010,2021/09/21 09:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,206.32,11,20688,5315
1,29,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Male,40229,1346022,2021/10/19 14:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,24,36000,5316
1,49,African American,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40258,1328326,2021/10/08 09:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,475.98,14,9528,5317
0,15,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40299,1306010,2021/09/21 09:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,206.32,11,20688,5318
0,17,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40299,1306010,2021/09/21 09:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,206.32,11,20688,5319
1,28,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40212,1391489,2021/11/10 11:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,75.75,5,0,5320
0,3,Mixed Race,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40212,1391489,2021/11/10 11:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,75.75,5,0,5321
1,33,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40203,1439808,2021/12/07 11:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,317.37,4,0,5322
1,35,White,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Two Parent Household,40215,1464759,2021/12/27 11:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,9744,5323
0,33,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40215,1464759,2021/12/27 11:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,9744,5324
0,16,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40203,1439808,2021/12/07 11:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,317.37,4,0,5325
0,8,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1439808,2021/12/07 11:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,317.37,4,0,5326
0,10,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40215,1464759,2021/12/27 11:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,9744,5327
1,31,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40211,1237422,2021/08/04 14:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,283.11,1,0,5328
1,40,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40219,1458356,2021/12/16 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,422.32,2,18000,5329
0,10,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Person,40211,1237422,2021/08/04 14:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,283.11,1,0,5330
0,7,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1237422,2021/08/04 14:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,283.11,1,0,5331
0,4,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40211,1237422,2021/08/04 14:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,283.11,1,0,5332
0,11,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1237422,2021/08/04 14:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,283.11,1,0,5333
1,38,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40272,1272962,2021/08/25 10:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,752.37,25,4650,5334
0,16,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40272,1272962,2021/08/25 10:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,752.37,25,4650,5335
0,15,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40272,1272962,2021/08/25 10:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,752.37,25,4650,5336
0,9,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1272962,2021/08/25 10:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,752.37,25,4650,5337
1,32,White,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,Employed Full-Time,Two Parent Household,40241,1300087,2021/09/15 13:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,17,29904,5338
0,42,White,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Two Parent Household,40241,1300087,2021/09/15 13:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,17,29904,5339
0,15,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40241,1300087,2021/09/15 13:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,17,29904,5340
0,16,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40241,1300087,2021/09/15 13:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,17,29904,5341
0,8,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40241,1300087,2021/09/15 13:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,17,29904,5342
0,10,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1464734,2021/12/27 11:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,326.7,25,2964,5343
0,10,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40229,1346022,2021/10/19 14:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,24,36000,5344
0,18,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40210,1237248,2021/08/04 13:58:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,466.47,6,0,5345
0,2,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40229,1263230,2021/08/18 15:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,23,21636,5346
0,15,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40212,1248387,2021/08/10 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,185.23,5,20400,5347
1,33,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40202,1258979,2021/08/17 10:19:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,569.99,4,42240,5348
0,5,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40299,1266418,2021/08/20 10:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,322.98,11,15648,5349
1,62,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40216,1275044,2021/08/26 10:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,348,3,27508.08,5350
0,7,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40210,1237248,2021/08/04 13:58:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,466.47,6,0,5351
1,29,Mixed Race,Female,Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40229,1263230,2021/08/18 15:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,23,21636,5352
1,34,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40299,1237894,2021/08/04 15:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,291.24,11,57840,5353
1,29,White,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40216,1236257,2021/08/04 10:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,12,46094.16,5354
1,66,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40214,1441679,2021/12/14 17:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,416.67,4,8382,5355
0,10,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40299,1356586,2021/10/25 15:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,797.21,26,0,5356
0,14,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1464734,2021/12/27 11:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,326.7,25,2964,5357
1,43,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40258,1227134,2021/07/30 09:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,14,25200,5358
